"","D3","D2"
"8542",1,4298
"8543",2,4341
"8544",1,3943
"8545",1,4412
"8546",1,5168
"8547",1,5163
"8548",1,3054
"8549",2,2434
"8550",1,4686
"8551",2,3684
"8552",1,4930
"8553",1,3392
"8554",1,3336
"8555",2,3184
"8556",1,4179
"8557",2,3499
"8558",1,2830
"8559",1,5195
"8560",1,542
"8561",1,4891
"8562",1,2658
"8563",1,4352
"8564",1,2218
"8565",2,3285
"8566",1,5252
"8567",1,2586
"8568",1,4124
"8569",1,4912
"8570",1,1655
"8571",2,3158
"8572",1,5837
"8573",1,4968
"8574",1,5003
"8575",2,2884
"8576",2,2399
"8577",1,6810
"8578",1,3960
"8579",2,4836
"8580",1,4716
"8581",2,1479
"8582",1,1577
"8583",2,2895
"8584",1,2431
"8585",1,4561
"8586",2,5695
"8587",1,3846
"8588",1,5629
"8589",1,4019
"8590",2,3500
"8591",2,3539
"8592",1,3999
"8593",1,4802
"8594",1,3178
"8595",1,3576
"8596",1,3538
"8597",1,2381
"8598",2,1490
"8599",2,3771
"8600",3,3239
"8601",1,3143
"8602",3,638
"8603",1,4903
"8604",1,1071
"8605",1,881
"8606",1,5407
"8607",1,3070
"8608",2,249
"8609",1,888
"8610",2,635
"8611",2,2030
"8612",1,4022
"8613",2,3680
"8614",1,29861
"8615",1,65
"8616",1,2325
"8617",1,7957
"8618",1,4505
"8619",2,969
"8620",2,2983
"8621",2,3783
"8622",2,2173
"8623",2,3113
"8624",1,4079
"8625",2,3852
"8626",2,4189
"8627",1,3035
"8628",1,3225
"8629",1,4975
"8630",1,6380
"8631",1,3156
"8632",2,203
"8633",1,768
"8634",1,4560
"8635",1,6164
"8636",1,4929
"8637",2,4343
"8638",2,694
"8639",1,4348
"8640",2,4596
"8641",1,4631
"8642",1,4073
"8643",2,3487
"8644",1,4931
"8645",1,3073
"8646",2,1181
"8647",2,3961
"8648",1,4355
"8649",1,3928
"8650",2,5731
"8651",2,2912
"8652",1,2946
"8653",1,470
"8654",2,2474
"8655",2,2629
"8656",1,4942
"8657",1,2782
"8658",1,3762
"8659",1,3848
"8660",2,2674
"8661",1,4062
"8662",1,601
"8663",1,3187
"8664",2,4649
"8665",2,6939
"8666",1,4129
"8667",2,4071
"8668",2,3888
"8669",1,1550
"8670",1,6877
"8671",1,942
"8672",1,3776
"8673",1,3457
"8674",1,3518
"8675",1,679
"8676",1,2798
"8677",1,7207
"8678",2,2974
"8679",1,1298
"8680",1,1950
"8681",3,5155
"8682",1,5451
"8683",1,4149
"8684",1,5340
"8685",2,4749
"8686",2,3253
"8687",2,4441
"8688",1,2203
"8689",1,1438
"8690",2,1097
"8691",2,3138
"8692",2,3938
"8693",1,3836
"8694",2,4470
"8695",1,2483
"8696",2,6288
"8697",1,3214
"8698",2,4013
"8699",1,4474
"8700",2,4125
"8701",1,5493
"8702",1,3004
"8703",1,3695
"8704",2,3641
"8705",1,2919
"8706",1,4830
"8707",1,4660
"8708",1,5124
"8709",1,4879
"8710",1,4885
"8711",1,3115
"8712",2,3470
"8713",1,5023
"8714",2,572
"8715",1,4072
"8716",1,2997
"8717",1,5259
"8718",1,2646
"8719",1,5356
"8720",1,2437
"8721",1,4542
"8722",1,3911
"8723",1,2438
"8724",1,319
"8725",1,45168
"8726",1,4790
"8727",2,624
"8728",1,550
"8729",1,890
"8730",2,3206
"8731",2,4100
"8732",2,3138
"8733",1,899
"8734",1,3212
"8735",2,3116
"8736",1,4075
"8737",1,1122
"8738",1,4112
"8739",2,4394
"8740",1,3704
"8741",1,5264
"8742",1,4044
"8743",1,3510
"8744",1,2675
"8745",1,1083
"8746",2,4046
"8747",1,3693
"8748",2,3516
"8749",1,2047
"8750",1,4074
"8751",1,4335
"8752",1,5730
"8753",1,5421
"8754",1,3890
"8755",2,3049
"8756",2,5365
"8757",1,3578
"8758",2,4495
"8759",1,2842
"8760",1,5331
"8761",1,3253
"8762",1,399
"8763",1,5046
"8764",2,4903
"8765",1,4352
"8766",2,1702
"8767",1,5155
"8768",2,1619
"8769",1,3219
"8770",2,1858
"8771",1,3306
"8772",1,2087
"8773",1,3297
"8774",2,2138
"8775",1,4457
"8776",2,3395
"8777",1,880
"8778",2,1243
"8779",1,3534
"8780",1,3583
"8781",2,2493
"8782",1,330
"8783",2,4806
"8784",1,5350
"8785",1,4615
"8786",1,915
"8787",1,3587
"8788",1,3381
"8789",1,2655
"8790",1,3736
"8791",1,2821
"8792",1,4074
"8793",1,3127
"8794",2,2838
"8795",1,17817
"8796",1,1243
"8797",2,3546
"8798",1,6717
"8799",2,3853
"8800",1,3860
"8801",2,3655
"8802",2,2601
"8803",1,3546
"8804",2,3991
"8805",1,1118
"8806",1,683
"8807",2,5116
"8808",1,3658
"8809",1,3348
"8810",2,2395
"8811",1,4705
"8812",1,5452
"8813",2,1323
"8814",1,4605
"8815",1,3276
"8816",2,7165
"8817",2,4969
"8818",1,6998
"8819",2,4871
"8820",1,5355
"8821",1,4552
"8822",2,3768
"8823",2,5445
"8824",1,4020
"8825",1,3379
"8826",1,4061
"8827",1,4202
"8828",1,3193
"8829",1,1159
"8830",1,5902
"8831",1,4028
"8832",1,153
"8833",1,1709
"8834",2,1860
"8835",1,5362
"8836",2,3026
"8837",2,3240
"8838",1,4576
"8839",1,3550
"8840",2,801
"8841",2,4349
"8842",2,688
"8843",1,5461
"8844",1,5453
"8845",1,4515
"8846",1,3082
"8847",1,3429
"8848",1,6305
"8849",1,2344
"8850",1,3234
"8851",1,3246
"8852",2,2899
"8853",1,4111
"8854",2,1048
"8855",1,2512
"8856",2,4283
"8857",1,5653
"8858",1,4062
"8859",1,595
"8860",1,4462
"8861",1,8745
"8862",1,1157
"8863",1,5032
"8864",1,5722
"8865",1,1476
"8866",1,3260
"8867",1,3579
"8868",1,3448
"8869",1,4702
"8870",1,6177
"8871",1,4711
"8872",1,3128
"8873",3,4963
"8874",1,261
"8875",1,4955
"8876",1,1520
"8877",2,1129
"8878",2,3507
"8879",1,3773
"8880",1,338
"8881",1,7753
"8882",1,5346
"8883",1,180
"8884",1,4905
"8885",1,3961
"8886",1,4516
"8887",1,4788
"8888",1,5614
"8889",1,435
"8890",1,4444
"8891",2,3612
"8892",2,4997
"8893",1,2669
"8894",1,4335
"8895",1,3149
"8896",1,5069
"8897",2,2074
"8898",1,3109
"8899",1,4580
"8900",1,3689
"8901",1,4213
"8902",1,4633
"8903",1,4161
"8904",2,2265
"8905",1,4537
"8906",2,2718
"8907",1,1698
"8908",2,3897
"8909",1,3426
"8910",1,3224
"8911",1,3448
"8912",1,3038
"8913",1,2746
"8914",1,5896
"8915",1,4430
"8916",1,4182
"8917",1,2593
"8918",2,2619
"8919",2,2515
"8920",1,5079
"8921",1,3405
"8922",1,3590
"8923",1,175
"8924",1,3625
"8925",1,3448
"8926",1,2341
"8927",1,1370
"8928",1,5759
"8929",2,2128
"8930",1,16621
"8931",1,4552
"8932",1,4890
"8933",1,9565
"8934",2,3131
"8935",1,4082
"8936",2,5247
"8937",2,3857
"8938",2,1194
"8939",2,5385
"8940",2,3882
"8941",2,2453
"8942",2,3903
"8943",1,683
"8944",2,3540
"8945",1,4221
"8946",1,3446
"8947",1,1600
"8948",1,3219
"8949",1,3550
"8950",1,5956
"8951",1,2393
"8952",1,3388
"8953",1,3006
"8954",2,6578
"8955",2,4284
"8956",3,1667
"8957",2,1751
"8958",1,7553
"8959",1,3721
"8960",1,3971
"8961",1,252
"8962",2,2884
"8963",1,8571
"8964",1,3519
"8965",2,1411
"8966",1,4288
"8967",1,4219
"8968",1,4136
"8969",1,311
"8970",1,4650
"8971",1,6413
"8972",1,3387
"8973",1,2567
"8974",1,664
"8975",1,5763
"8976",1,2014
"8977",1,1104
"8978",2,5039
"8979",2,163
"8980",1,2874
"8981",2,1001
"8982",1,3472
"8983",1,4534
"8984",1,5511
"8985",1,3538
"8986",2,3562
"8987",1,2674
"8988",1,1053
"8989",2,536
"8990",2,4886
"8991",2,3163
"8992",1,3722
"8993",2,296
"8994",2,441
"8995",1,2860
"8996",1,4348
"8997",1,2257
"8998",2,2772
"8999",2,1407
"9000",1,2628
"9001",1,1102
"9002",1,4086
"9003",1,3968
"9004",1,2742
"9005",1,4553
"9006",2,3563
"9007",1,3303
"9008",1,3720
"9009",1,4963
"9010",1,4458
"9011",2,7913
"9012",1,5574
"9013",1,4002
"9014",2,4433
"9015",1,4695
"9016",2,2648
"9017",1,5768
"9018",1,4496
"9019",2,3168
"9020",2,4794
"9021",1,2779
"9022",1,3400
"9023",1,3009
"9024",1,237
"9025",1,4210
"9026",2,3198
"9027",2,327
"9028",2,4051
"9029",1,3957
"9030",1,3434
"9031",2,3211
"9032",1,4033
"9033",2,3616
"9034",1,4200
"9035",1,4412
"9036",1,4424
"9037",2,2271
"9038",2,3359
"9039",1,3814
"9040",1,170
"9041",1,747
"9042",1,12246
"9043",1,4097
"9044",2,3891
"9045",2,150
"9046",1,2719
"9047",2,2907
"9048",1,3571
"9049",1,4434
"9050",2,3444
"9051",1,4224
"9052",1,3544
"9053",1,3654
"9054",2,4914
"9055",2,3658
"9056",1,4115
"9057",2,3128
"9058",1,3434
"9059",1,5081
"9060",2,2912
"9061",1,764
"9062",1,600
"9063",1,4923
"9064",1,4254
"9065",1,4182
"9066",1,4251
"9067",1,3077
"9068",1,4034
"9069",2,5853
"9070",2,706
"9071",2,875
"9072",2,3798
"9073",1,3348
"9074",2,3809
"9075",2,1476
"9076",1,3908
"9077",2,2564
"9078",2,3902
"9079",1,3114
"9080",2,694
"9081",1,1162
"9082",2,4044
"9083",2,1735
"9084",1,3750
"9085",1,1461
"9086",1,4394
"9087",1,5000
"9088",1,3178
"9089",1,4381
"9090",1,2663
"9091",1,2401
"9092",1,6562
"9093",2,2563
"9094",1,23405
"9095",2,3814
"9096",1,3660
"9097",1,2537
"9098",2,2470
"9099",1,3642
"9100",1,3484
"9101",1,533
"9102",1,3518
"9103",1,1819
"9104",1,7013
"9105",1,2793
"9106",1,10257
"9107",1,3401
"9108",1,4882
"9109",1,2703
"9110",1,3083
"9111",1,4192
"9112",2,2685
"9113",2,2744
"9114",1,1112
"9115",1,5248
"9116",1,4189
"9117",1,3297
"9118",1,2917
"9119",2,5545
"9120",2,1726
"9121",2,1140
"9122",1,6366
"9123",1,2599
"9124",1,4824
"9125",2,3621
"9126",1,1211
"9127",1,5795
"9128",1,1450
"9129",2,262
"9130",2,335
"9131",1,10065
"9132",1,4272
"9133",1,5363
"9134",1,5711
"9135",1,7763
"9136",1,4097
"9137",2,2775
"9138",2,3844
"9139",1,948
"9140",2,408
"9141",1,3432
"9142",1,5152
"9143",1,5340
"9144",1,2661
"9145",2,504
"9146",1,4924
"9147",2,1162
"9148",1,3657
"9149",2,2674
"9150",1,3837
"9151",1,2254
"9152",2,2717
"9153",1,397
"9154",1,4224
"9155",1,1796
"9156",1,3908
"9157",1,2104
"9158",1,7408
"9159",1,35829
"9160",1,839
"9161",1,4613
"9162",1,5081
"9163",2,4305
"9164",2,2748
"9165",1,3129
"9166",2,3294
"9167",2,2692
"9168",1,2373
"9169",1,5002
"9170",1,5468
"9171",1,4947
"9172",1,3990
"9173",1,7931
"9174",1,3189
"9175",1,878
"9176",1,1853
"9177",1,4508
"9178",1,955
"9179",1,4335
"9180",2,3078
"9181",2,1260
"9182",1,3674
"9183",1,5048
"9184",1,5745
"9185",2,5528
"9186",1,4095
"9187",3,362
"9188",1,4233
"9189",1,2442
"9190",1,5691
"9191",2,2722
"9192",1,4257
"9193",1,3827
"9194",1,34661
"9195",1,3129
"9196",1,999
"9197",2,4222
"9198",2,4567
"9199",1,3953
"9200",1,4027
"9201",1,2498
"9202",1,5711
"9203",1,3658
"9204",2,4003
"9205",1,6089
"9206",1,7333
"9207",1,2817
"9208",1,4009
"9209",1,6552
"9210",1,4909
"9211",1,999
"9212",1,4724
"9213",1,2881
"9214",1,2795
"9215",2,2776
"9216",2,1439
"9217",1,4237
"9218",2,1016
"9219",2,2876
"9220",2,4533
"9221",1,3814
"9222",1,3575
"9223",1,1181
"9224",1,4554
"9225",1,836
"9226",1,914
"9227",1,4159
"9228",2,4026
"9229",1,4211
"9230",2,2295
"9231",1,3505
"9232",2,2364
"9233",1,3771
"9234",2,579
"9235",2,2965
"9236",1,900
"9237",2,2798
"9238",1,4842
"9239",1,4475
"9240",1,4059
"9241",1,4292
"9242",1,5013
"9243",1,490
"9244",1,3049
"9245",2,4011
"9246",2,3358
"9247",1,3773
"9248",2,3885
"9249",1,3458
"9250",1,461
"9251",1,3889
"9252",1,194
"9253",1,16
"9254",1,4118
"9255",2,2765
"9256",2,643
"9257",1,2454
"9258",2,1313
"9259",1,3009
"9260",2,308
"9261",1,3328
"9262",1,2857
"9263",1,3133
"9264",1,4489
"9265",1,6276
"9266",2,3611
"9267",2,3294
"9268",1,2901
"9269",1,4709
"9270",2,2366
"9271",1,4081
"9272",1,2497
"9273",1,2790
"9274",1,4044
"9275",2,3395
"9276",1,6288
"9277",1,493
"9278",1,4791
"9279",2,3300
"9280",1,3079
"9281",1,24002
"9282",2,4173
"9283",1,3915
"9284",3,672
"9285",1,2885
"9286",2,3484
"9287",1,4331
"9288",1,3444
"9289",1,3566
"9290",1,4427
"9291",2,2353
"9292",1,1294
"9293",1,4204
"9294",1,5577
"9295",1,4322
"9296",1,2185
"9297",2,3911
"9298",2,696
"9299",1,8021
"9300",1,4954
"9301",1,3386
"9302",2,3141
"9303",1,2936
"9304",1,3434
"9305",2,3063
"9306",1,3101
"9307",1,1883
"9308",1,300
"9309",1,3237
"9310",2,5127
"9311",1,4921
"9312",2,1769
"9313",1,3345
"9314",1,17635
"9315",2,2805
"9316",1,3682
"9317",1,1348
"9318",1,4388
"9319",1,4149
"9320",1,3462
"9321",2,2968
"9322",3,4608
"9323",1,12051
"9324",1,3929
"9325",1,914
"9326",1,3906
"9327",1,915
"9328",1,3863
"9329",1,678
"9330",2,4068
"9331",1,4474
"9332",2,4349
"9333",2,3931
"9334",2,1682
"9335",2,5237
"9336",1,3094
"9337",2,5846
"9338",1,454
"9339",2,2165
"9340",2,604
"9341",1,4544
"9342",1,2478
"9343",2,3933
"9344",1,3598
"9345",3,1602
"9346",1,182
"9347",1,4755
"9348",1,3287
"9349",1,4309
"9350",1,4599
"9351",1,4240
"9352",1,4054
"9353",1,3420
"9354",2,2725
"9355",2,357
"9356",2,2641
"9357",1,2488
"9358",1,2784
"9359",2,2175
"9360",2,2120
"9361",2,2037
"9362",1,3326
"9363",1,2984
"9364",2,4250
"9365",1,3855
"9366",3,2050
"9367",1,5045
"9368",1,4363
"9369",2,1656
"9370",2,3207
"9371",1,7576
"9372",1,319
"9373",2,412
"9374",1,583
"9375",1,3634
"9376",1,4453
"9377",1,166
"9378",1,2939
"9379",2,778
"9380",2,4373
"9381",1,1025
"9382",1,6152
"9383",3,209
"9384",1,5149
"9385",1,4868
"9386",1,7651
"9387",1,3639
"9388",1,3740
"9389",1,4362
"9390",2,2197
"9391",2,1617
"9392",1,4279
"9393",2,3641
"9394",1,1595
"9395",1,4976
"9396",1,4606
"9397",1,3780
"9398",2,102
"9399",2,664
"9400",2,1923
"9401",2,4811
"9402",1,2210
"9403",1,4194
"9404",1,4297
"9405",1,2974
"9406",2,5880
"9407",1,1163
"9408",1,2618
"9409",1,2509
"9410",1,3661
"9411",2,366
"9412",1,3509
"9413",1,3466
"9414",1,3878
"9415",1,3693
"9416",1,3579
"9417",1,3724
"9418",2,254
"9419",1,4313
"9420",2,3505
"9421",1,3030
"9422",1,3969
"9423",1,505
"9424",1,4344
"9425",2,2987
"9426",1,1979
"9427",1,3640
"9428",2,3346
"9429",1,2568
"9430",2,4200
"9431",1,3055
"9432",2,3176
"9433",1,3672
"9434",1,5489
"9435",1,914
"9436",1,5141
"9437",1,6876
"9438",2,3044
"9439",2,3951
"9440",1,3197
"9441",2,2967
"9442",1,2041
"9443",2,3228
"9444",2,1470
"9445",1,1371
"9446",1,5412
"9447",1,6035
"9448",1,2397
"9449",1,3534
"9450",1,5058
"9451",1,4075
"9452",2,4184
"9453",1,3085
"9454",1,3773
"9455",1,3172
"9456",1,4420
"9457",1,652
"9458",1,7266
"9459",2,1347
"9460",2,3196
"9461",2,3247
"9462",1,4617
"9463",1,5979
"9464",1,3028
"9465",1,968
"9466",1,4117
"9467",2,6140
"9468",1,4650
"9469",1,3345
"9470",1,1363
"9471",1,1672
"9472",1,3913
"9473",2,421
"9474",1,14116
"9475",2,3060
"9476",1,2971
"9477",2,621
"9478",1,3928
"9479",1,5039
"9480",1,5684
"9481",1,7245
"9482",1,4115
"9483",1,4216
"9484",1,1746
"9485",2,3329
"9486",1,2674
"9487",1,17002
"9488",1,2449
"9489",2,2879
"9490",1,2888
"9491",1,4093
"9492",2,3269
"9493",1,4828
"9494",1,3275
"9495",1,3030
"9496",2,3923
"9497",1,5173
"9498",1,2784
"9499",2,2671
"9500",1,1970
"9501",1,2239
"9502",2,1056
"9503",2,2920
"9504",1,1248
"9505",2,114
"9506",1,4334
"9507",1,4162
"9508",2,670
"9509",1,5999
"9510",2,773
"9511",2,3537
"9512",1,1727
"9513",1,2652
"9514",1,4716
"9515",1,3110
"9516",1,346
"9517",1,3132
"9518",1,1037
"9519",1,1345
"9520",2,1827
"9521",1,2560
"9522",1,1505
"9523",2,3996
"9524",1,4015
"9525",1,2601
"9526",1,4751
"9527",1,8738
"9528",1,967
"9529",1,3928
"9530",1,1149
"9531",2,6268
"9532",1,2535
"9533",1,78
"9534",1,3117
"9535",2,3739
"9536",1,4677
"9537",2,1798
"9538",2,2796
"9539",1,4041
"9540",1,2986
"9541",1,5355
"9542",1,4909
"9543",2,3014
"9544",1,2659
"9545",1,2956
"9546",1,2684
"9547",1,4038
"9548",1,3427
"9549",1,5304
"9550",1,5493
"9551",2,2930
"9552",1,2962
"9553",1,891
"9554",1,6037
"9555",2,5562
"9556",1,4905
"9557",1,3036
"9558",2,378
"9559",1,4194
"9560",1,2911
"9561",1,3125
"9562",1,5914
"9563",1,4536
"9564",2,4227
"9565",1,2695
"9566",1,1389
"9567",1,3644
"9568",1,5426
"9569",1,1885
"9570",1,5877
"9571",1,4034
"9572",1,3290
"9573",1,154
"9574",1,4498
"9575",1,3629
"9576",1,4550
"9577",1,5484
"9578",1,4075
"9579",1,3233
"9580",1,2473
"9581",1,4029
"9582",1,141
"9583",2,3318
"9584",1,4934
"9585",2,293
"9586",2,3028
"9587",1,3247
"9588",1,476
"9589",1,3100
"9590",1,2264
"9591",1,2136
"9592",1,245
"9593",2,4146
"9594",2,1163
"9595",1,3501
"9596",1,3292
"9597",1,4782
"9598",1,3212
"9599",1,2960
"9600",1,434
"9601",1,3812
"9602",1,3983
"9603",1,5442
"9604",1,3353
"9605",1,5048
"9606",1,2829
"9607",1,1772
"9608",2,5176
"9609",1,4460
"9610",1,340
"9611",1,4389
"9612",1,3724
"9613",1,5319
"9614",1,2833
"9615",2,3228
"9616",1,1053
"9617",1,3337
"9618",1,5707
"9619",1,1557
"9620",1,4582
"9621",1,3077
"9622",1,2600
"9623",2,1735
"9624",1,6883
"9625",2,1378
"9626",1,3889
"9627",1,1270
"9628",1,4470
"9629",1,4723
"9630",1,720
"9631",2,1996
"9632",1,2799
"9633",2,3371
"9634",1,3287
"9635",1,899
"9636",2,1335
"9637",1,3424
"9638",1,2250
"9639",1,3271
"9640",2,3619
"9641",2,3031
"9642",1,3680
"9643",1,1224
"9644",2,1507
"9645",1,1912
"9646",1,3355
"9647",2,621
"9648",2,5017
"9649",1,3499
"9650",1,4516
"9651",1,288
"9652",2,1139
"9653",1,1140
"9654",2,5163
"9655",2,3035
"9656",1,909
"9657",2,2434
"9658",1,560
"9659",1,3475
"9660",1,636
"9661",1,2007
"9662",1,3444
"9663",1,5127
"9664",1,3466
"9665",1,4837
"9666",1,1205
"9667",2,1158
"9668",1,2124
"9669",2,1426
"9670",1,2641
"9671",2,3882
"9672",2,5811
"9673",1,296
"9674",1,4809
"9675",1,6404
"9676",1,4390
"9677",2,3758
"9678",2,1386
"9679",2,3625
"9680",1,3650
"9681",1,4199
"9682",1,220
"9683",1,1051
"9684",2,4031
"9685",1,3969
"9686",1,3057
"9687",2,4331
"9688",1,2908
"9689",1,2928
"9690",1,3868
"9691",1,3723
"9692",1,24968
"9693",1,4718
"9694",2,3267
"9695",1,4644
"9696",1,4101
"9697",1,4647
"9698",2,3167
"9699",1,984
"9700",1,4188
"9701",3,2061
"9702",1,674
"9703",1,2372
"9704",1,4874
"9705",2,3998
"9706",2,5029
"9707",1,3828
"9708",1,2495
"9709",1,3893
"9710",1,3612
"9711",1,3782
"9712",1,2920
"9713",1,278
"9714",1,2688
"9715",2,1950
"9716",1,4135
"9717",2,3108
"9718",1,4083
"9719",1,3921
"9720",2,3431
"9721",2,1027
"9722",2,1464
"9723",2,4115
"9724",2,4180
"9725",1,387
"9726",1,4745
"9727",2,6313
"9728",1,4327
"9729",1,3883
"9730",1,4307
"9731",1,4685
"9732",1,4800
"9733",1,1486
"9734",1,4309
"9735",1,4201
"9736",1,2906
"9737",1,127
"9738",1,3865
"9739",1,5812
"9740",2,528
"9741",1,2727
"9742",1,721
"9743",2,6356
"9744",1,4104
"9745",1,3965
"9746",2,4263
"9747",1,5317
"9748",1,1510
"9749",1,3893
"9750",2,8221
"9751",1,3014
"9752",1,5123
"9753",1,3343
"9754",1,4752
"9755",1,4246
"9756",1,2873
"9757",1,3697
"9758",2,2854
"9759",1,1842
"9760",1,2743
"9761",1,322
"9762",1,3446
"9763",1,3294
"9764",2,5483
"9765",1,4626
"9766",1,4270
"9767",2,3855
"9768",1,3178
"9769",1,8361
"9770",1,4360
"9771",1,5296
"9772",1,4302
"9773",1,4336
"9774",1,4031
"9775",1,3402
"9776",1,4477
"9777",1,2466
"9778",1,3187
"9779",1,4806
"9780",2,1700
"9781",2,19
"9782",2,2198
"9783",1,4205
"9784",1,5664
"9785",2,4033
"9786",2,6503
"9787",2,1059
"9788",2,4979
"9789",1,4719
"9790",1,1619
"9791",1,1662
"9792",1,4552
"9793",1,11766
"9794",1,2937
"9795",1,3381
"9796",2,5377
"9797",1,4418
"9798",1,4438
"9799",1,4335
"9800",1,1363
"9801",1,3856
"9802",1,4647
"9803",1,7804
"9804",2,4951
"9805",1,5288
"9806",1,3755
"9807",1,4458
"9808",1,2750
"9809",1,1546
"9810",2,5610
"9811",1,4158
"9812",2,4156
"9813",1,5326
"9814",1,5112
"9815",2,3360
"9816",1,3793
"9817",1,7391
"9818",1,652
"9819",1,3910
"9820",1,2503
"9821",1,2566
"9822",1,3854
"9823",2,6535
"9824",1,2875
"9825",1,3416
"9826",1,4197
"9827",1,4168
"9828",1,5275
"9829",1,2966
"9830",1,3818
"9831",1,3324
"9832",2,2746
"9833",1,3677
"9834",1,4906
"9835",1,998
"9836",2,2251
"9837",1,5444
"9838",1,12515
"9839",1,3515
"9840",1,3323
"9841",1,4584
"9842",2,3986
"9843",1,5859
"9844",1,3270
"9845",2,4828
"9846",1,699
"9847",1,5204
"9848",1,1288
"9849",1,403
"9850",2,3905
"9851",2,3467
"9852",1,4509
"9853",2,4177
"9854",1,3510
"9855",2,3743
"9856",2,4668
"9857",2,1202
"9858",2,1437
"9859",2,3120
"9860",2,640
"9861",2,5646
"9862",1,5493
"9863",1,1099
"9864",1,5064
"9865",1,28639
"9866",1,6828
"9867",2,8516
"9868",2,3888
"9869",1,1385
"9870",1,999
"9871",2,3999
"9872",2,2728
"9873",1,4659
"9874",1,5227
"9875",2,3268
"9876",1,469
"9877",1,4059
"9878",1,4115
"9879",1,6818
"9880",1,334
"9881",2,526
"9882",2,5433
"9883",1,2293
"9884",1,4428
"9885",1,3544
"9886",2,1138
"9887",1,3439
"9888",1,2920
"9889",1,4525
"9890",2,3189
"9891",1,5163
"9892",1,1873
"9893",1,3638
"9894",1,4978
"9895",2,5562
"9896",1,4213
"9897",2,3046
"9898",1,5383
"9899",1,742
"9900",2,2265
"9901",1,4549
"9902",1,4674
"9903",3,39
"9904",1,4411
"9905",1,3757
"9906",2,2069
"9907",1,2088
"9908",2,2127
"9909",2,3202
"9910",2,2941
"9911",1,5521
"9912",1,313
"9913",2,555
"9914",1,343
"9915",2,395
"9916",1,5229
"9917",1,4640
"9918",1,2713
"9919",2,598
"9920",2,2412
"9921",1,349
"9922",1,542
"9923",1,5065
"9924",1,3351
"9925",1,2443
"9926",1,149
"9927",1,1175
"9928",1,6396
"9929",2,2596
"9930",1,3176
"9931",1,2716
"9932",1,3314
"9933",2,3681
"9934",1,4892
"9935",2,4074
"9936",1,4145
"9937",2,4706
"9938",1,3477
"9939",1,2734
"9940",1,4716
"9941",1,330
"9942",2,375
"9943",1,4068
"9944",1,4459
"9945",1,158
"9946",2,1600
"9947",2,4849
"9948",1,4455
"9949",2,4721
"9950",1,4035
"9951",2,992
"9952",1,3601
"9953",2,3094
"9954",2,3070
"9955",1,660
"9956",1,657
"9957",1,3476
"9958",2,3407
"9959",2,747
"9960",2,3509
"9961",2,1908
"9962",1,2581
"9963",2,3334
"9964",2,3550
"9965",1,4479
"9966",1,5286
"9967",1,201
"9968",1,5056
"9969",2,2070
"9970",1,5207
"9971",1,2834
"9972",1,3695
"9973",1,4033
"9974",2,2820
"9975",2,4114
"9976",1,369
"9977",1,4045
"9978",2,5243
"9979",1,6127
"9980",1,5589
"9981",1,4286
"9982",1,4318
"9983",2,5097
"9984",1,3664
"9985",1,1490
"9986",1,6276
"9987",1,3034
"9988",1,4122
"9989",2,4312
"9990",3,3792
"9991",1,230
"9992",1,927
"9993",1,2900
"9994",1,6511
"9995",1,5706
"9996",1,6528
"9997",1,2705
"9998",1,4062
"9999",1,2699
"10000",1,872
"10001",2,4019
"10002",1,3301
"10003",1,970
"10004",1,430
"10005",2,4233
"10006",1,2884
"10007",1,4708
"10008",1,5430
"10009",1,522
"10010",1,531
"10011",1,3351
"10012",2,5150
"10013",1,4890
"10014",2,4200
"10015",1,3955
"10016",2,2898
"10017",1,2803
"10018",2,2139
"10019",1,3197
"10020",1,2098
"10021",2,3021
"10022",1,3439
"10023",1,3153
"10024",2,3285
"10025",1,8620
"10026",1,3428
"10027",1,3196
"10028",2,6534
"10029",2,1053
"10030",2,2637
"10031",1,4672
"10032",2,1535
"10033",1,3616
"10034",2,1231
"10035",1,1107
"10036",1,2685
"10037",1,4295
"10038",2,2346
"10039",1,4399
"10040",2,3208
"10041",1,7097
"10042",1,1907
"10043",2,2117
"10044",1,1970
"10045",1,4018
"10046",1,5755
"10047",2,5167
"10048",1,7026
"10049",1,5409
"10050",1,3097
"10051",3,9024
"10052",1,6545
"10053",1,6934
"10054",2,1167
"10055",2,4275
"10056",1,4566
"10057",1,5071
"10058",1,2799
"10059",1,4893
"10060",2,3998
"10061",2,5170
"10062",2,5169
"10063",1,4309
"10064",1,9050
"10065",2,5570
"10066",1,3581
"10067",1,4686
"10068",1,2982
"10069",1,44443
"10070",1,3172
"10071",1,2370
"10072",1,1084
"10073",1,348
"10074",1,4675
"10075",2,810
"10076",2,4039
"10077",2,2656
"10078",1,5514
"10079",1,7169
"10080",2,2602
"10081",1,1555
"10082",1,1000
"10083",1,4818
"10084",1,4733
"10085",1,850
"10086",1,4542
"10087",2,344
"10088",1,23324
"10089",1,4559
"10090",1,3132
"10091",2,2284
"10092",2,4351
"10093",1,5680
"10094",1,573
"10095",2,877
"10096",1,5254
"10097",1,4803
"10098",2,334
"10099",1,1510
"10100",2,4734
"10101",1,4616
"10102",2,970
"10103",1,1099
"10104",1,4253
"10105",1,5795
"10106",1,5507
"10107",1,3310
"10108",1,1504
"10109",1,876
"10110",1,6850
"10111",1,4018
"10112",2,417
"10113",1,5405
"10114",1,3259
"10115",1,1179
