"","D3","D2"
"26247",2,1669
"26248",1,5116
"26249",1,862
"26250",2,953
"26251",2,5521
"26252",1,2434
"26253",2,4226
"26254",2,3461
"26255",1,4215
"26256",1,3969
"26257",1,3838
"26258",1,3635
"26259",2,3930
"26260",1,4285
"26261",2,3470
"26262",2,4793
"26263",1,2817
"26264",2,3629
"26265",1,2959
"26266",1,5178
"26267",1,4102
"26268",1,3463
"26269",2,2899
"26270",1,3496
"26271",2,5152
"26272",1,1805
"26273",1,3686
"26274",1,4910
"26275",1,3159
"26276",2,3001
"26277",1,3325
"26278",1,4776
"26279",1,3253
"26280",1,3374
"26281",2,1876
"26282",2,3796
"26283",1,2881
"26284",1,3768
"26285",1,338
"26286",1,2536
"26287",1,3174
"26288",2,3330
"26289",2,2437
"26290",1,4284
"26291",1,4796
"26292",1,3903
"26293",2,2966
"26294",2,2227
"26295",1,3964
"26296",1,2073
"26297",1,4905
"26298",1,439
"26299",1,6491
"26300",1,1950
"26301",1,1747
"26302",2,4173
"26303",1,5179
"26304",1,1300
"26305",2,3880
"26306",1,5075
"26307",2,2976
"26308",2,3691
"26309",1,3307
"26310",1,4575
"26311",2,4250
"26312",1,5010
"26313",1,2779
"26314",1,1503
"26315",1,3349
"26316",2,4566
"26317",1,3230
"26318",1,4169
"26319",2,4363
"26320",1,4731
"26321",1,4013
"26322",1,1243
"26323",1,2149
"26324",1,1410
"26325",2,2676
"26326",1,3787
"26327",1,4249
"26328",1,5139
"26329",1,3086
"26330",1,1671
"26331",1,1487
"26332",2,2095
"26333",2,4061
"26334",3,2547
"26335",1,545
"26336",2,2722
"26337",1,6614
"26338",1,4019
"26339",1,3729
"26340",1,3162
"26341",1,1719
"26342",1,4838
"26343",1,5201
"26344",2,4943
"26345",1,5081
"26346",1,3603
"26347",1,750
"26348",1,4091
"26349",2,3520
"26350",1,624
"26351",1,3710
"26352",1,4057
"26353",2,3280
"26354",2,4458
"26355",1,4834
"26356",2,1295
"26357",1,155
"26358",1,3470
"26359",1,4763
"26360",1,4405
"26361",2,4345
"26362",1,3460
"26363",1,3663
"26364",1,3766
"26365",1,7014
"26366",1,585
"26367",1,3736
"26368",2,4992
"26369",1,5508
"26370",1,4475
"26371",1,3043
"26372",2,604
"26373",1,3136
"26374",1,1029
"26375",2,4677
"26376",1,3407
"26377",2,3400
"26378",1,3729
"26379",2,4930
"26380",1,1587
"26381",1,2635
"26382",1,5013
"26383",1,2862
"26384",1,3390
"26385",1,4240
"26386",2,2846
"26387",1,864
"26388",1,1807
"26389",2,2487
"26390",1,4288
"26391",1,3663
"26392",2,181
"26393",1,4000
"26394",1,3897
"26395",3,7792
"26396",1,3949
"26397",2,123
"26398",1,2995
"26399",1,4186
"26400",1,2207
"26401",1,800
"26402",1,2388
"26403",2,2482
"26404",1,3224
"26405",2,3954
"26406",2,2673
"26407",1,3200
"26408",1,4241
"26409",1,2626
"26410",1,3515
"26411",1,4933
"26412",1,795
"26413",1,940
"26414",1,7342
"26415",1,3263
"26416",1,3831
"26417",2,2472
"26418",2,1176
"26419",1,2761
"26420",2,3374
"26421",1,3784
"26422",1,1761
"26423",1,4507
"26424",1,5632
"26425",1,432
"26426",1,1198
"26427",2,3849
"26428",2,2050
"26429",1,638
"26430",3,636
"26431",1,4103
"26432",1,3537
"26433",2,4622
"26434",1,3364
"26435",1,1733
"26436",1,4495
"26437",1,3787
"26438",1,2922
"26439",1,804
"26440",1,5076
"26441",2,3699
"26442",1,3353
"26443",2,3651
"26444",1,1064
"26445",1,3756
"26446",1,2033
"26447",1,5271
"26448",1,3123
"26449",2,23
"26450",1,4142
"26451",1,3356
"26452",2,3268
"26453",1,4285
"26454",2,3690
"26455",2,3205
"26456",1,3739
"26457",1,2871
"26458",1,3685
"26459",1,3691
"26460",1,3145
"26461",1,3305
"26462",1,2933
"26463",1,4306
"26464",1,1506
"26465",1,4118
"26466",1,4082
"26467",2,4389
"26468",1,3070
"26469",1,3134
"26470",1,5014
"26471",1,5526
"26472",2,3770
"26473",2,3819
"26474",1,4290
"26475",1,4252
"26476",1,3883
"26477",1,1474
"26478",2,3288
"26479",1,7469
"26480",1,4720
"26481",1,3889
"26482",1,3607
"26483",1,4349
"26484",1,1033
"26485",1,5621
"26486",1,5859
"26487",2,3919
"26488",2,4787
"26489",1,1579
"26490",1,1426
"26491",1,1732
"26492",1,5650
"26493",2,2736
"26494",1,1420
"26495",2,128
"26496",1,4312
"26497",2,1198
"26498",2,3453
"26499",1,4617
"26500",1,4219
"26501",2,2196
"26502",1,1855
"26503",1,2267
"26504",1,3599
"26505",1,6003
"26506",1,3532
"26507",2,1746
"26508",1,4745
"26509",1,3972
"26510",1,904
"26511",1,4016
"26512",1,4466
"26513",2,4714
"26514",1,2494
"26515",1,5419
"26516",1,509
"26517",1,2061
"26518",1,2537
"26519",1,4417
"26520",1,4494
"26521",1,4251
"26522",2,2909
"26523",1,1276
"26524",2,2987
"26525",2,4797
"26526",1,3712
"26527",2,3624
"26528",1,2772
"26529",1,2944
"26530",2,679
"26531",2,540
"26532",1,4232
"26533",1,4098
"26534",1,5591
"26535",1,4120
"26536",1,901
"26537",1,536
"26538",1,5455
"26539",1,4940
"26540",1,2692
"26541",1,3449
"26542",1,3524
"26543",1,22237
"26544",1,2843
"26545",1,790
"26546",1,7098
"26547",1,4196
"26548",1,9611
"26549",1,3832
"26550",2,372
"26551",2,3581
"26552",1,4975
"26553",2,2895
"26554",1,4721
"26555",2,4335
"26556",2,3844
"26557",1,3677
"26558",1,4698
"26559",1,5589
"26560",1,4252
"26561",2,5402
"26562",2,1188
"26563",2,5382
"26564",1,126
"26565",1,4131
"26566",1,3913
"26567",1,4873
"26568",2,3488
"26569",2,2909
"26570",1,10503
"26571",1,3494
"26572",2,2224
"26573",1,4254
"26574",1,5405
"26575",1,11
"26576",2,624
"26577",1,4439
"26578",1,3870
"26579",2,5697
"26580",1,1147
"26581",1,4753
"26582",2,4585
"26583",2,7077
"26584",2,5151
"26585",1,4259
"26586",1,5380
"26587",1,5688
"26588",2,3737
"26589",1,5115
"26590",1,5325
"26591",2,3860
"26592",1,6584
"26593",1,5225
"26594",2,3412
"26595",1,4604
"26596",1,3085
"26597",1,4460
"26598",1,4666
"26599",1,4680
"26600",1,4126
"26601",1,3754
"26602",1,3038
"26603",2,3287
"26604",1,2026
"26605",1,393
"26606",1,1343
"26607",2,4168
"26608",2,2586
"26609",1,2170
"26610",2,2421
"26611",1,2641
"26612",1,6031
"26613",1,4128
"26614",1,225
"26615",1,3343
"26616",2,5569
"26617",1,4790
"26618",1,3433
"26619",2,4824
"26620",1,750
"26621",2,3094
"26622",1,4688
"26623",1,2110
"26624",2,272
"26625",1,3425
"26626",1,3114
"26627",1,2143
"26628",1,4398
"26629",1,4762
"26630",1,541
"26631",2,8276
"26632",1,5599
"26633",2,1798
"26634",1,5553
"26635",2,2401
"26636",2,2729
"26637",1,4599
"26638",1,715
"26639",1,2993
"26640",2,1904
"26641",1,5796
"26642",1,362
"26643",1,3703
"26644",2,3105
"26645",1,3958
"26646",2,698
"26647",1,875
"26648",1,4104
"26649",2,2719
"26650",1,2634
"26651",1,821
"26652",2,3466
"26653",1,4183
"26654",1,3934
"26655",2,3394
"26656",2,2270
"26657",1,3116
"26658",1,3479
"26659",1,3019
"26660",2,4263
"26661",2,4046
"26662",1,2936
"26663",2,2399
"26664",1,733
"26665",1,1462
"26666",1,4648
"26667",1,6277
"26668",2,3639
"26669",2,3487
"26670",1,3056
"26671",2,5681
"26672",1,5976
"26673",1,2074
"26674",1,1291
"26675",1,3165
"26676",2,2255
"26677",2,4291
"26678",1,2047
"26679",1,3659
"26680",2,1954
"26681",1,3120
"26682",1,2484
"26683",1,5334
"26684",2,4801
"26685",1,2869
"26686",1,4105
"26687",1,1917
"26688",1,3738
"26689",2,3580
"26690",2,2232
"26691",1,5039
"26692",1,3972
"26693",1,3016
"26694",1,4333
"26695",1,1410
"26696",2,1023
"26697",1,1469
"26698",1,3362
"26699",2,443
"26700",1,4480
"26701",2,3543
"26702",1,145
"26703",1,4083
"26704",1,2649
"26705",2,2312
"26706",1,3913
"26707",1,4566
"26708",2,3629
"26709",1,1743
"26710",2,2944
"26711",2,3410
"26712",1,3918
"26713",1,6263
"26714",1,952
"26715",2,5848
"26716",2,3564
"26717",1,4738
"26718",1,4103
"26719",2,3562
"26720",1,3461
"26721",1,4366
"26722",1,1625
"26723",1,2473
"26724",1,3681
"26725",1,3152
"26726",2,5882
"26727",1,369
"26728",1,2093
"26729",1,1736
"26730",1,679
"26731",1,4492
"26732",2,5986
"26733",2,3629
"26734",1,3403
"26735",1,4620
"26736",1,202
"26737",1,5459
"26738",1,4446
"26739",1,5137
"26740",1,3932
"26741",1,3356
"26742",1,2247
"26743",1,4076
"26744",2,3540
"26745",1,5972
"26746",1,3253
"26747",2,1829
"26748",2,4050
"26749",2,3275
"26750",1,3119
"26751",2,2562
"26752",1,6065
"26753",1,3392
"26754",1,5082
"26755",1,5212
"26756",1,5358
"26757",2,2497
"26758",1,671
"26759",1,5472
"26760",1,5966
"26761",2,3280
"26762",1,337
"26763",1,2984
"26764",1,187
"26765",1,4184
"26766",1,2692
"26767",1,1565
"26768",1,4010
"26769",1,5104
"26770",1,4943
"26771",1,252
"26772",1,6261
"26773",1,4840
"26774",1,2232
"26775",2,4276
"26776",2,4772
"26777",1,29
"26778",2,5456
"26779",1,3132
"26780",2,1600
"26781",1,3764
"26782",2,3007
"26783",2,3855
"26784",2,1808
"26785",1,4683
"26786",1,4115
"26787",1,4217
"26788",2,1377
"26789",1,3226
"26790",2,1263
"26791",2,3330
"26792",1,8704
"26793",1,4759
"26794",1,741
"26795",1,4179
"26796",1,6090
"26797",2,3602
"26798",2,3687
"26799",1,2495
"26800",1,3442
"26801",2,3111
"26802",1,2958
"26803",1,3997
"26804",2,3707
"26805",2,5592
"26806",2,3468
"26807",2,1035
"26808",1,4134
"26809",1,835
"26810",2,3856
"26811",2,5394
"26812",1,3602
"26813",1,5348
"26814",1,3771
"26815",1,1958
"26816",1,3483
"26817",2,2881
"26818",2,71
"26819",1,4317
"26820",2,4200
"26821",1,3110
"26822",1,2557
"26823",2,5503
"26824",1,2648
"26825",1,1519
"26826",1,587
"26827",2,4108
"26828",2,2259
"26829",2,5284
"26830",1,3607
"26831",2,2596
"26832",1,4032
"26833",1,2637
"26834",1,2523
"26835",2,4031
"26836",1,5792
"26837",1,4459
"26838",1,3831
"26839",1,2303
"26840",1,9954
"26841",1,5819
"26842",1,587
"26843",1,5160
"26844",2,4538
"26845",2,4271
"26846",2,4432
"26847",1,3630
"26848",1,4767
"26849",1,908
"26850",1,3254
"26851",1,8958
"26852",1,5844
"26853",1,3094
"26854",2,3173
"26855",1,5467
"26856",1,5968
"26857",1,6275
"26858",2,4843
"26859",1,448
"26860",1,4071
"26861",1,3677
"26862",1,3249
"26863",1,5149
"26864",2,135
"26865",2,3573
"26866",1,3973
"26867",1,3538
"26868",1,5226
"26869",1,6184
"26870",1,322
"26871",2,4332
"26872",1,2945
"26873",2,837
"26874",1,3776
"26875",1,5133
"26876",1,519
"26877",1,2099
"26878",1,443
"26879",2,4137
"26880",1,4264
"26881",1,3158
"26882",1,256
"26883",1,1087
"26884",2,3809
"26885",1,5112
"26886",2,3140
"26887",1,3319
"26888",2,732
"26889",1,3778
"26890",2,3194
"26891",2,403
"26892",2,1244
"26893",1,4377
"26894",1,2799
"26895",1,3826
"26896",1,4276
"26897",2,5786
"26898",1,6296
"26899",1,241
"26900",1,3528
"26901",1,5816
"26902",2,1439
"26903",1,2846
"26904",1,2721
"26905",1,2663
"26906",2,504
"26907",1,4941
"26908",1,1542
"26909",1,373
"26910",1,1178
"26911",1,3593
"26912",1,265
"26913",2,100
"26914",2,607
"26915",2,4367
"26916",1,6071
"26917",1,10250
"26918",3,1018
"26919",1,4353
"26920",1,4482
"26921",1,2806
"26922",1,3194
"26923",1,3948
"26924",1,4835
"26925",2,2828
"26926",2,3411
"26927",2,5645
"26928",2,5265
"26929",1,3451
"26930",2,3518
"26931",2,2063
"26932",2,4986
"26933",2,1455
"26934",1,368
"26935",3,19919
"26936",1,8967
"26937",1,4451
"26938",1,895
"26939",2,4695
"26940",1,4138
"26941",1,3722
"26942",1,5156
"26943",2,2579
"26944",1,5146
"26945",2,3700
"26946",2,6101
"26947",1,1517
"26948",1,4188
"26949",2,5110
"26950",2,4523
"26951",1,3909
"26952",1,4074
"26953",1,4259
"26954",2,3237
"26955",1,4398
"26956",1,4653
"26957",1,3221
"26958",1,4002
"26959",1,6334
"26960",1,3904
"26961",1,8206
"26962",2,4146
"26963",2,4005
"26964",2,3904
"26965",1,6574
"26966",2,3852
"26967",1,5239
"26968",2,2852
"26969",2,5007
"26970",2,5616
"26971",1,3563
"26972",1,5110
"26973",1,3809
"26974",1,3893
"26975",2,1149
"26976",1,3493
"26977",1,4018
"26978",1,5070
"26979",1,3137
"26980",1,332
"26981",1,395
"26982",2,2137
"26983",1,2004
"26984",1,4304
"26985",2,3735
"26986",1,4286
"26987",1,2768
"26988",1,1977
"26989",1,3927
"26990",1,3631
"26991",1,6922
"26992",1,3527
"26993",1,7525
"26994",1,4943
"26995",1,4726
"26996",1,4214
"26997",1,1085
"26998",2,2092
"26999",2,4152
"27000",2,5505
"27001",1,4008
"27002",2,2981
"27003",2,1767
"27004",2,3578
"27005",1,946
"27006",1,5727
"27007",1,6356
"27008",1,1087
"27009",1,1985
"27010",2,4259
"27011",1,4223
"27012",1,6223
"27013",1,4747
"27014",2,3932
"27015",2,2222
"27016",1,7135
"27017",2,575
"27018",1,3527
"27019",1,5312
"27020",1,4711
"27021",2,1105
"27022",1,991
"27023",2,2907
"27024",1,3978
"27025",3,6853
"27026",1,3634
"27027",1,5230
"27028",1,3440
"27029",2,2042
"27030",2,4282
"27031",1,1581
"27032",1,6336
"27033",1,3302
"27034",2,5126
"27035",2,4991
"27036",1,6064
"27037",1,5458
"27038",2,2141
"27039",1,3383
"27040",1,3676
"27041",1,2212
"27042",1,6323
"27043",1,2605
"27044",1,4088
"27045",1,3095
"27046",2,2784
"27047",1,3568
"27048",2,4486
"27049",1,8570
"27050",2,1729
"27051",1,1136
"27052",2,3243
"27053",1,5486
"27054",1,5686
"27055",2,4233
"27056",2,3677
"27057",2,2067
"27058",1,5800
"27059",1,2296
"27060",1,4198
"27061",2,1281
"27062",1,2467
"27063",1,2993
"27064",1,996
"27065",1,7363
"27066",1,2420
"27067",1,2848
"27068",1,3982
"27069",1,5786
"27070",1,3359
"27071",1,4879
"27072",1,957
"27073",1,4542
"27074",2,2684
"27075",1,3704
"27076",2,1305
"27077",1,3286
"27078",1,402
"27079",2,1450
"27080",1,1978
"27081",1,4827
"27082",1,6392
"27083",1,1284
"27084",2,2967
"27085",2,4049
"27086",2,4636
"27087",1,1212
"27088",1,5305
"27089",1,2774
"27090",1,2540
"27091",1,1286
"27092",2,4375
"27093",1,3064
"27094",2,2981
"27095",2,3741
"27096",2,2509
"27097",1,6728
"27098",1,5759
"27099",1,3357
"27100",1,6213
"27101",1,3767
"27102",1,3372
"27103",1,2524
"27104",1,3442
"27105",2,3799
"27106",1,1751
"27107",2,1077
"27108",2,4020
"27109",2,1866
"27110",1,5060
"27111",1,2584
"27112",1,4672
"27113",1,534
"27114",2,3167
"27115",1,3295
"27116",1,2703
"27117",2,229
"27118",1,3007
"27119",2,3992
"27120",2,2463
"27121",2,1292
"27122",1,1728
"27123",1,7089
"27124",1,2882
"27125",1,2193
"27126",2,330
"27127",1,3838
"27128",1,3057
"27129",1,3294
"27130",1,4895
"27131",1,5060
"27132",1,2744
"27133",2,2101
"27134",1,3621
"27135",1,2127
"27136",1,3448
"27137",1,1846
"27138",1,6737
"27139",2,2705
"27140",1,2975
"27141",1,2476
"27142",2,1971
"27143",1,3314
"27144",2,4809
"27145",1,3793
"27146",1,6925
"27147",1,2783
"27148",1,4311
"27149",1,4190
"27150",2,3315
"27151",1,4119
"27152",1,2491
"27153",2,4462
"27154",2,3031
"27155",1,4136
"27156",2,3626
"27157",2,7083
"27158",2,1334
"27159",1,3963
"27160",1,3283
"27161",1,5125
"27162",2,1292
"27163",1,6862
"27164",1,2362
"27165",1,192
"27166",2,5815
"27167",1,762
"27168",1,4312
"27169",1,1378
"27170",1,3822
"27171",1,4043
"27172",2,3659
"27173",2,2924
"27174",2,549
"27175",1,5560
"27176",1,4570
"27177",1,4710
"27178",2,3446
"27179",1,3880
"27180",2,4478
"27181",2,3498
"27182",1,3905
"27183",1,3920
"27184",2,4224
"27185",2,3804
"27186",2,543
"27187",2,1412
"27188",3,1147
"27189",2,3369
"27190",2,2618
"27191",1,3694
"27192",2,6028
"27193",1,1121
"27194",1,4336
"27195",1,507
"27196",1,5137
"27197",2,3272
"27198",1,1629
"27199",2,4729
"27200",1,6173
"27201",1,4874
"27202",1,5227
"27203",3,1813
"27204",1,1444
"27205",1,5854
"27206",1,4914
"27207",1,3960
"27208",1,3542
"27209",2,1037
"27210",2,4774
"27211",2,4546
"27212",2,5966
"27213",1,3470
"27214",1,3053
"27215",1,3092
"27216",3,2709
"27217",1,3199
"27218",2,4273
"27219",2,1678
"27220",1,4004
"27221",1,3979
"27222",1,3818
"27223",1,3906
"27224",1,3383
"27225",1,5268
"27226",1,4523
"27227",1,2895
"27228",1,3442
"27229",2,2103
"27230",2,4441
"27231",1,3938
"27232",2,5184
"27233",1,4865
"27234",2,4834
"27235",2,4375
"27236",1,1044
"27237",2,4360
"27238",1,3809
"27239",1,3581
"27240",2,2081
"27241",1,3727
"27242",2,2687
"27243",1,973
"27244",1,699
"27245",2,3335
"27246",2,4788
"27247",2,4032
"27248",2,3202
"27249",2,261
"27250",2,4266
"27251",1,2997
"27252",2,3281
"27253",1,2961
"27254",1,3864
"27255",1,4901
"27256",1,3187
"27257",1,3505
"27258",3,924
"27259",1,4361
"27260",1,4559
"27261",2,2995
"27262",1,1395
"27263",2,3334
"27264",1,2438
"27265",1,3791
"27266",1,3502
"27267",2,3613
"27268",3,612
"27269",1,3301
"27270",1,5872
"27271",1,2834
"27272",1,10311
"27273",1,2957
"27274",2,2254
"27275",2,4583
"27276",1,4918
"27277",1,6385
"27278",1,5107
"27279",1,3085
"27280",1,3734
"27281",2,2761
"27282",2,2681
"27283",2,1319
"27284",1,3830
"27285",1,400
"27286",1,3748
"27287",1,5528
"27288",1,3461
"27289",1,144
"27290",2,1605
"27291",2,3882
"27292",1,1647
"27293",1,3579
"27294",2,4094
"27295",1,4306
"27296",1,3669
"27297",1,4531
"27298",2,3417
"27299",2,4179
"27300",2,2682
"27301",2,4552
"27302",1,3671
"27303",2,4530
"27304",1,4749
"27305",1,5706
"27306",1,5696
"27307",1,4144
"27308",1,4645
"27309",1,5099
"27310",1,4807
"27311",2,246
"27312",2,4077
"27313",1,2683
"27314",1,5119
"27315",1,2347
"27316",1,468
"27317",2,3539
"27318",2,2864
"27319",1,3058
"27320",1,849
"27321",1,4912
"27322",1,5542
"27323",1,3709
"27324",2,2589
"27325",1,5563
"27326",1,3838
"27327",1,5171
"27328",2,3589
"27329",2,4653
"27330",1,3247
"27331",2,2635
"27332",1,1633
"27333",1,3282
"27334",1,3454
"27335",2,1075
"27336",1,6219
"27337",1,3821
"27338",1,4584
"27339",1,3577
"27340",1,1384
"27341",1,3756
"27342",2,5336
"27343",2,4316
"27344",1,4091
"27345",1,4438
"27346",1,1273
"27347",1,1223
"27348",1,4113
"27349",1,4693
"27350",2,4514
"27351",1,5609
"27352",1,3594
"27353",1,7185
"27354",1,4585
"27355",2,3468
"27356",1,6048
"27357",1,6613
"27358",1,6312
"27359",2,2880
"27360",1,5334
"27361",2,3255
"27362",1,4370
"27363",1,3092
"27364",2,4969
"27365",1,55
"27366",1,6135
"27367",2,2855
"27368",2,2906
"27369",2,1383
"27370",1,4429
"27371",1,6616
"27372",1,2127
"27373",1,4138
"27374",1,2880
"27375",1,5429
"27376",1,4978
"27377",1,2664
"27378",1,1064
"27379",1,3291
"27380",1,4116
"27381",1,6094
"27382",1,5229
"27383",3,1488
"27384",2,3500
"27385",1,1223
"27386",1,3322
"27387",2,3788
"27388",2,6130
"27389",1,4449
"27390",1,478
"27391",1,6040
"27392",1,2458
"27393",1,4918
"27394",2,6019
"27395",2,5742
"27396",1,1371
"27397",1,7921
"27398",2,635
"27399",1,802
"27400",2,2038
"27401",1,3515
"27402",1,3041
"27403",1,3522
"27404",2,4886
"27405",1,1139
"27406",1,2183
"27407",2,2941
"27408",1,3537
"27409",1,399
"27410",2,2303
"27411",1,2762
"27412",1,3949
"27413",2,3788
"27414",1,835
"27415",1,3190
"27416",1,4849
"27417",1,5151
"27418",2,3969
"27419",1,4481
"27420",2,2703
"27421",2,3780
"27422",1,3500
"27423",2,1901
"27424",1,4964
"27425",2,1918
"27426",1,5299
"27427",1,4798
"27428",1,4928
"27429",2,3412
"27430",1,7587
"27431",1,4550
"27432",2,2933
"27433",2,3574
"27434",1,3350
"27435",2,3796
"27436",2,2561
"27437",1,4077
"27438",1,3468
"27439",2,2856
"27440",1,5683
"27441",2,4308
"27442",1,3757
"27443",2,2804
"27444",2,2830
"27445",2,3343
"27446",1,4478
"27447",1,3079
"27448",1,6004
"27449",1,7943
"27450",1,6105
"27451",1,4386
"27452",1,4437
"27453",2,4154
"27454",1,4488
"27455",2,685
"27456",1,5125
"27457",1,4465
"27458",2,3295
"27459",1,5447
"27460",1,4634
"27461",2,4631
"27462",1,2848
"27463",1,3055
"27464",1,1483
"27465",1,5999
"27466",1,2540
"27467",2,3768
"27468",1,5264
"27469",1,4022
"27470",1,3607
"27471",1,4184
"27472",2,2856
"27473",2,2152
"27474",1,3327
"27475",2,3845
"27476",2,2484
"27477",1,1877
"27478",2,1919
"27479",2,2323
"27480",1,3531
"27481",1,702
"27482",1,3944
"27483",1,3019
"27484",1,4904
"27485",2,5976
"27486",1,4838
"27487",1,8566
"27488",1,8480
"27489",2,1893
"27490",1,315
"27491",2,2374
"27492",1,97
"27493",1,1297
"27494",2,693
"27495",1,5426
"27496",2,2168
"27497",1,6323
"27498",1,4196
"27499",1,8876
"27500",1,4379
"27501",2,5123
"27502",1,1022
"27503",1,5493
"27504",2,1626
"27505",1,4276
"27506",1,1004
"27507",2,1914
"27508",2,2478
"27509",1,3514
"27510",1,1420
"27511",2,3249
"27512",1,3211
"27513",2,2618
"27514",1,2437
"27515",1,865
"27516",1,2985
"27517",1,3944
"27518",1,3458
"27519",2,3016
"27520",1,13240
"27521",1,683
"27522",1,2355
"27523",1,4998
"27524",1,6638
"27525",1,3101
"27526",2,3950
"27527",2,3833
"27528",1,1001
"27529",2,5705
"27530",2,3973
"27531",1,7079
"27532",1,29460
"27533",1,3336
"27534",2,3320
"27535",1,3452
"27536",2,3183
"27537",1,3321
"27538",1,4656
"27539",1,4485
"27540",2,3691
"27541",1,3865
"27542",2,3482
"27543",2,1709
"27544",2,2573
"27545",1,3866
"27546",1,4959
"27547",1,1635
"27548",2,704
"27549",1,19965
"27550",2,20292
"27551",2,743
"27552",2,19170
"27553",2,18673
"27554",1,4307
"27555",1,3490
"27556",2,2611
"27557",2,877
"27558",2,3152
"27559",1,11210
"27560",2,2044
"27561",1,1133
"27562",1,3135
"27563",1,2505
"27564",1,3491
"27565",1,1309
"27566",1,1959
"27567",2,71
"27568",1,355
"27569",1,4500
"27570",1,6183
"27571",1,4837
"27572",2,1380
"27573",2,600
"27574",1,3540
"27575",1,1440
"27576",1,480
"27577",1,2820
"27578",2,3933
"27579",2,3180
"27580",1,960
"27581",1,180
"27582",1,420
"27583",1,4500
"27584",1,300
"27585",1,900
"27586",1,2400
"27587",1,0
"27588",1,1215
"27589",1,900
"27590",1,2940
"27591",1,1200
"27592",1,9900
"27593",1,2303
"27594",1,1500
"27595",2,2820
"27596",1,4740
"27597",1,2220
"27598",1,6120
"27599",1,3360
"27600",1,5220
"27601",1,0
"27602",2,5280
"27603",1,615
"27604",2,4978
"27605",1,720
"27606",1,2160
"27607",1,4247
"27608",2,1740
"27609",1,4252
"27610",1,3784
"27611",1,2539
"27612",2,2800
"27613",1,900
"27614",1,3941
"27615",2,1489
"27616",1,2462
"27617",2,3229
"27618",1,1355
"27619",1,3942
"27620",1,5371
"27621",2,6965
"27622",2,2503
"27623",1,8223
"27624",1,3498
"27625",1,4473
"27626",1,2946
"27627",2,4097
"27628",1,4888
"27629",2,3013
"27630",2,2912
"27631",2,1855
"27632",1,4162
"27633",1,7507
"27634",2,922
"27635",1,6486
"27636",1,4063
"27637",1,1961
"27638",1,4618
"27639",1,5657
"27640",2,2040
"27641",2,3842
"27642",1,4285
"27643",1,3290
"27644",1,1708
"27645",1,4739
"27646",1,5012
"27647",1,2599
"27648",2,1840
"27649",1,4203
"27650",1,3744
"27651",1,3470
"27652",1,203
"27653",1,4032
"27654",1,2407
"27655",1,4543
"27656",1,2036
"27657",1,2260
"27658",2,4161
"27659",1,3903
"27660",1,2254
"27661",2,2913
"27662",1,3257
"27663",1,2902
"27664",2,3205
"27665",1,145
"27666",1,1627
"27667",2,1005
"27668",2,2673
"27669",2,4709
"27670",2,4999
"27671",1,3613
"27672",1,2359
"27673",1,2547
"27674",2,3351
"27675",2,2154
"27676",2,3905
"27677",1,2233
"27678",1,1009
"27679",1,5003
"27680",1,3132
"27681",1,3850
"27682",2,650
"27683",1,4677
"27684",2,366
"27685",2,3751
"27686",2,4232
"27687",1,638
"27688",1,3179
"27689",1,844
"27690",1,1189
"27691",1,1360
"27692",1,3169
"27693",1,2809
"27694",1,3414
"27695",2,3367
"27696",1,3682
"27697",1,5051
"27698",1,3884
"27699",2,2073
"27700",1,4215
"27701",1,702
"27702",2,4524
"27703",1,6156
"27704",2,3319
"27705",1,2166
"27706",1,6189
"27707",2,4484
"27708",1,1193
"27709",1,617
"27710",1,1106
"27711",1,3875
"27712",2,4962
"27713",1,4566
"27714",1,3952
"27715",1,3171
"27716",1,6708
"27717",1,1970
"27718",1,3573
"27719",1,731
"27720",1,4750
"27721",1,4170
"27722",2,3114
"27723",1,5773
"27724",1,168
"27725",2,1005
"27726",1,331
"27727",1,2961
"27728",2,3507
"27729",1,6119
"27730",2,1562
"27731",1,2829
"27732",1,3978
"27733",1,4571
"27734",1,3491
"27735",1,2273
"27736",1,3743
"27737",2,3603
"27738",1,7534
"27739",1,591
"27740",1,5449
"27741",1,4311
"27742",2,3978
"27743",1,5167
"27744",1,3685
"27745",1,653
"27746",1,4512
"27747",2,4681
"27748",1,3386
"27749",1,3074
"27750",1,2414
"27751",1,5289
"27752",1,1957
"27753",1,6584
"27754",1,6126
"27755",1,3409
"27756",1,120
"27757",1,2767
"27758",1,3817
"27759",2,2585
"27760",1,4169
"27761",1,1687
"27762",1,3085
"27763",1,2263
"27764",1,6253
"27765",2,1249
"27766",2,2202
"27767",1,3174
"27768",1,4787
"27769",1,484
"27770",1,5504
"27771",1,1546
"27772",1,4187
"27773",2,3271
"27774",1,3083
"27775",1,5589
"27776",1,3529
"27777",1,2104
"27778",1,1237
"27779",1,3590
"27780",1,1537
"27781",1,2194
"27782",1,3696
"27783",2,1173
"27784",1,4075
"27785",1,4736
"27786",1,1719
"27787",1,3367
"27788",2,2960
"27789",1,7277
"27790",2,2470
"27791",1,3781
"27792",1,3836
"27793",1,3722
"27794",2,1517
"27795",2,4426
"27796",2,5092
"27797",1,581
"27798",1,3697
"27799",2,4147
"27800",1,3728
"27801",1,2898
"27802",2,4429
"27803",1,1140
"27804",1,3683
"27805",1,4432
"27806",1,2435
"27807",1,3197
"27808",2,3829
"27809",1,3053
"27810",1,460
"27811",1,4681
"27812",1,4646
"27813",1,4267
"27814",1,1490
"27815",2,522
"27816",1,5044
"27817",1,3275
